transactionId,sourceAccount,targetAccount,amount,currency,timestamp,transactionType,channel,isSuspicious,pattern
T000262,A00038,A00099,9807.49,USD,2025-05-09T04:24:00,DEPOSIT,BRANCH,True,STRUCTURING
T000263,A00025,A00038,925.38,USD,2025-04-02T22:34:00,PAYMENT,ONLINE,False,NORMAL
T000264,A00009,A00061,1779.99,USD,2025-06-05T01:22:00,PAYMENT,MOBILE,False,NORMAL
T000265,A00087,A00076,1956.8,USD,2025-06-07T12:38:00,TRANSFER,ONLINE,False,NORMAL
T000266,A00091,A00030,2011.04,USD,2025-07-01T23:02:00,TRANSFER,BRANCH,False,NORMAL
T000267,A00070,A00060,1664.73,USD,2025-04-07T19:48:00,ACH,BRANCH,False,NORMAL
T000268,A00006,A00040,3158.67,USD,2025-01-18T23:08:00,ACH,BRANCH,False,NORMAL
T000269,A00013,A00105,9536.92,USD,2025-07-02T03:00:00,DEPOSIT,BRANCH,True,STRUCTURING
T000270,A00071,A00075,2324.99,USD,2025-08-02T06:21:00,PAYMENT,ONLINE,False,NORMAL
T000271,A00008,A00099,376.05,USD,2025-10-21T23:46:00,TRANSFER,MOBILE,False,NORMAL
T000272,A00017,A00036,201.15,USD,2025-01-28T22:08:00,ACH,BRANCH,False,NORMAL
T000273,A00020,A00031,783.89,USD,2025-09-27T08:50:00,PAYMENT,BRANCH,False,NORMAL
T000274,A00088,A00049,694.62,USD,2025-05-18T15:09:00,PAYMENT,BRANCH,False,NORMAL
T000275,A00043,A00086,506.48,USD,2025-07-01T23:03:00,ACH,BRANCH,False,NORMAL
T000276,A00001,A00011,95.64,USD,2025-04-21T23:38:00,TRANSFER,MOBILE,False,NORMAL
T000277,A00088,A00077,3226.0,USD,2025-10-17T17:27:00,TRANSFER,BRANCH,False,NORMAL
T000278,A00054,A00076,2974.23,USD,2025-03-21T03:53:00,PAYMENT,MOBILE,False,NORMAL
T000279,A00037,A00010,2585.77,USD,2025-02-16T16:24:00,ACH,MOBILE,False,NORMAL
T000280,A00017,A00056,2021.4,USD,2025-01-29T04:19:00,TRANSFER,MOBILE,False,NORMAL
T000281,A00068,A00055,462.52,USD,2025-05-28T03:03:00,TRANSFER,BRANCH,False,NORMAL
T000282,A00020,A00022,1325.91,USD,2025-09-24T21:13:00,PAYMENT,ONLINE,False,NORMAL
T000283,A00100,A00007,3465.88,USD,2025-06-19T11:27:00,PAYMENT,ONLINE,False,NORMAL
T000284,A00052,A00086,399.63,USD,2025-03-13T07:00:00,PAYMENT,BRANCH,False,NORMAL
T000285,A00059,A00022,2936.43,USD,2025-06-30T23:34:00,TRANSFER,ONLINE,False,NORMAL
T000286,A00063,A00099,9568.51,USD,2025-03-16T20:43:00,DEPOSIT,BRANCH,True,STRUCTURING
T000287,A00038,A00099,9239.6,USD,2025-05-08T00:23:00,DEPOSIT,BRANCH,True,STRUCTURING
T000288,A00100,A00011,2904.88,USD,2025-10-14T16:10:00,TRANSFER,MOBILE,False,NORMAL
T000289,A00028,A00060,2803.87,USD,2025-07-08T19:47:00,TRANSFER,MOBILE,False,NORMAL
T000290,A00083,A00011,3690.46,USD,2025-07-09T23:53:00,TRANSFER,MOBILE,False,NORMAL
T000291,A00037,A00022,3127.35,USD,2025-10-17T17:32:00,ACH,BRANCH,False,NORMAL
T000292,A00077,A00087,2819.08,USD,2025-01-25T01:25:00,TRANSFER,MOBILE,False,NORMAL
T000293,A00076,A00014,1818.98,USD,2025-04-24T23:50:00,ACH,ONLINE,False,NORMAL
T000294,A00037,A00069,52.55,USD,2025-02-25T08:46:00,PAYMENT,ONLINE,False,NORMAL
T000295,A00022,A00089,1211.87,USD,2025-01-15T01:18:00,TRANSFER,BRANCH,False,NORMAL
T000296,A00074,A00010,518.8,USD,2025-06-12T14:29:00,ACH,ONLINE,False,NORMAL
T000297,A00001,A00028,1917.69,USD,2025-03-09T16:43:00,ACH,ONLINE,False,NORMAL
T000298,A00011,A00077,178.65,USD,2025-08-10T19:16:00,ACH,BRANCH,False,NORMAL
T000299,A00018,A00041,489.09,USD,2025-06-06T11:44:00,TRANSFER,ONLINE,False,NORMAL
T000300,A00065,A00060,1105.89,USD,2025-02-27T23:29:00,PAYMENT,ONLINE,False,NORMAL
T000301,A00015,A00074,474.54,USD,2025-10-06T01:48:00,PAYMENT,MOBILE,False,NORMAL
T000302,A00079,A00054,1008.12,USD,2025-03-23T23:20:00,PAYMENT,MOBILE,False,NORMAL
T000303,A00101,A00011,2111.52,USD,2025-09-28T02:58:00,ACH,BRANCH,False,NORMAL
T000304,A00095,A00068,170.24,USD,2025-06-22T19:24:00,ACH,ONLINE,False,NORMAL
T000305,A00016,A00001,1999.59,USD,2025-08-09T12:34:00,TRANSFER,ONLINE,False,NORMAL
T000306,A00056,A00106,2929.48,USD,2025-05-18T02:17:00,PAYMENT,ONLINE,False,NORMAL
T000307,A00033,A00059,3384.31,USD,2025-04-12T03:15:00,PAYMENT,BRANCH,False,NORMAL
T000308,A00089,A00027,1653.3,USD,2025-08-30T01:45:00,ACH,MOBILE,False,NORMAL
T000309,A00053,A00100,1366.7,USD,2025-01-27T10:04:00,ACH,MOBILE,False,NORMAL
T000310,A00042,A00078,1913.0,USD,2025-03-19T03:51:00,TRANSFER,BRANCH,False,NORMAL
T000311,A00083,A00046,260.99,USD,2025-05-22T14:05:00,TRANSFER,ONLINE,False,NORMAL
T000312,A00041,A00055,1263.84,USD,2025-05-11T21:59:00,PAYMENT,ONLINE,False,NORMAL
T000313,A00022,A00089,1786.76,USD,2025-08-17T11:39:00,TRANSFER,MOBILE,False,NORMAL
T000314,A00004,A00080,3539.25,USD,2025-10-15T07:41:00,PAYMENT,MOBILE,False,NORMAL
T000315,A00102,A00044,2240.17,USD,2025-07-07T19:32:00,TRANSFER,ONLINE,False,NORMAL
T000316,A00040,A00051,3998.39,USD,2025-09-03T13:52:00,ACH,BRANCH,False,NORMAL
T000317,A00089,A00045,3446.97,USD,2025-08-08T04:50:00,TRANSFER,MOBILE,False,NORMAL
T000318,A00061,A00097,2159.32,USD,2025-04-22T19:55:00,TRANSFER,MOBILE,False,NORMAL
T000319,A00028,A00064,1088.78,USD,2025-05-26T18:08:00,PAYMENT,MOBILE,False,NORMAL
T000320,A00021,A00051,3962.65,USD,2025-06-03T16:53:00,ACH,BRANCH,False,NORMAL
T000321,A00080,A00082,2673.68,USD,2025-09-05T00:00:00,ACH,BRANCH,False,NORMAL
T000322,A00051,A00002,1072.55,USD,2025-03-05T21:47:00,PAYMENT,BRANCH,False,NORMAL
T000323,A00107,A00032,3050.66,USD,2025-07-21T18:40:00,PAYMENT,ONLINE,False,NORMAL
T000324,A00053,A00088,1977.07,USD,2025-08-16T02:36:00,PAYMENT,ONLINE,False,NORMAL
T000325,A00011,A00031,2885.9,USD,2025-09-08T22:30:00,ACH,ONLINE,False,NORMAL
T000326,A00063,A00082,2158.77,USD,2025-03-30T15:18:00,ACH,ONLINE,False,NORMAL
T000327,A00101,A00065,2225.52,USD,2025-07-19T20:24:00,PAYMENT,ONLINE,False,NORMAL
T000328,A00036,A00024,3987.84,USD,2025-08-12T02:30:00,ACH,BRANCH,False,NORMAL
T000329,A00059,A00002,2895.33,USD,2025-07-29T02:30:00,ACH,ONLINE,False,NORMAL
T000330,A00090,A00015,779.32,USD,2025-08-14T04:26:00,PAYMENT,BRANCH,False,NORMAL
T000331,A00047,A00042,804.36,USD,2025-02-28T15:33:00,PAYMENT,MOBILE,False,NORMAL
T000332,A00020,A00104,2260.1,USD,2025-06-05T03:35:00,TRANSFER,ONLINE,False,NORMAL
T000333,A00040,A00074,2715.84,USD,2025-07-12T06:04:00,PAYMENT,MOBILE,False,NORMAL
T000334,A00013,A00105,8933.01,USD,2025-07-01T23:42:00,DEPOSIT,BRANCH,True,STRUCTURING
T000335,A00015,A00068,2049.61,USD,2025-06-28T20:52:00,PAYMENT,MOBILE,False,NORMAL
T000336,A00022,A00011,2009.44,USD,2025-08-11T18:54:00,ACH,BRANCH,False,NORMAL
T000337,A00029,A00039,2742.49,USD,2025-02-11T01:05:00,ACH,MOBILE,False,NORMAL
T000338,A00036,A00092,5878.01,USD,2025-04-29T16:26:00,WIRE,ONLINE,True,PASS_THROUGH
T000339,A00073,A00083,2716.34,USD,2025-07-24T03:00:00,PAYMENT,BRANCH,False,NORMAL
T000340,A00082,A00063,3871.7,USD,2025-05-05T08:52:00,PAYMENT,BRANCH,False,NORMAL
T000341,A00010,A00058,707.17,USD,2025-08-16T10:42:00,TRANSFER,MOBILE,False,NORMAL
T000342,A00032,A00104,3233.25,USD,2025-07-27T02:44:00,PAYMENT,BRANCH,False,NORMAL
T000343,A00095,A00054,2113.82,USD,2025-02-02T11:32:00,PAYMENT,BRANCH,False,NORMAL
T000344,A00087,A00006,9616.47,USD,2025-07-06T02:36:00,WIRE,ONLINE,True,FAN_OUT
T000345,A00037,A00077,1263.55,USD,2025-02-23T06:09:00,ACH,MOBILE,False,NORMAL
T000346,A00087,A00061,10169.4,USD,2025-07-06T01:25:00,WIRE,ONLINE,True,FAN_OUT
T000347,A00107,A00011,1891.82,USD,2025-10-04T07:41:00,TRANSFER,BRANCH,False,NORMAL
T000348,A00025,A00090,970.45,USD,2025-07-16T01:20:00,TRANSFER,BRANCH,False,NORMAL
T000349,A00046,A00048,1734.13,USD,2025-05-06T18:43:00,ACH,BRANCH,False,NORMAL
T000350,A00064,A00081,1779.32,USD,2025-01-27T17:08:00,TRANSFER,BRANCH,False,NORMAL
T000351,A00096,A00062,871.67,USD,2025-10-03T22:17:00,PAYMENT,MOBILE,False,NORMAL
T000352,A00094,A00095,7078.98,USD,2025-09-29T07:26:00,WIRE,ONLINE,True,PASS_THROUGH
T000353,A00090,A00046,3403.42,USD,2025-10-01T13:52:00,PAYMENT,ONLINE,False,NORMAL
T000354,A00025,A00095,486.92,USD,2025-09-03T19:45:00,TRANSFER,MOBILE,False,NORMAL
T000355,A00013,A00103,3925.65,USD,2025-08-29T11:20:00,PAYMENT,ONLINE,False,NORMAL
T000356,A00032,A00096,8913.76,USD,2025-03-09T01:50:00,DEPOSIT,BRANCH,True,STRUCTURING
T000357,A00019,A00041,3448.71,USD,2025-06-13T12:08:00,ACH,BRANCH,False,NORMAL
T000358,A00056,A00047,2549.63,USD,2025-08-24T13:11:00,ACH,ONLINE,False,NORMAL
T000359,A00009,A00082,3298.94,USD,2025-06-04T03:08:00,ACH,BRANCH,False,NORMAL
T000360,A00087,A00095,10168.13,USD,2025-07-06T22:47:00,WIRE,ONLINE,True,FAN_OUT
T000361,A00047,A00087,2883.95,USD,2025-08-16T23:50:00,ACH,BRANCH,False,NORMAL
T000362,A00019,A00066,1566.08,USD,2025-03-12T13:11:00,ACH,BRANCH,False,NORMAL
T000363,A00035,A00040,1020.59,USD,2025-03-03T10:07:00,ACH,ONLINE,False,NORMAL
T000364,A00061,A00005,1162.62,USD,2025-04-03T23:41:00,TRANSFER,MOBILE,False,NORMAL
T000365,A00085,A00080,2888.12,USD,2025-06-22T00:05:00,ACH,ONLINE,False,NORMAL
T000366,A00056,A00036,2565.09,USD,2025-01-30T20:25:00,TRANSFER,MOBILE,False,NORMAL
T000367,A00056,A00003,1849.82,USD,2025-02-09T13:36:00,PAYMENT,MOBILE,False,NORMAL
T000368,A00066,A00096,1127.34,USD,2025-07-08T10:37:00,PAYMENT,BRANCH,False,NORMAL
T000369,A00028,A00012,3588.44,USD,2025-03-13T23:24:00,TRANSFER,MOBILE,False,NORMAL
T000370,A00010,A00057,3782.04,USD,2025-10-28T13:44:00,PAYMENT,MOBILE,False,NORMAL
T000371,A00083,A00090,53559.45,USD,2025-01-17T18:40:00,WIRE,ONLINE,True,LAYERING_RING
T000372,A00061,A00009,383.07,USD,2025-02-13T03:47:00,TRANSFER,BRANCH,False,NORMAL
T000373,A00034,A00044,1133.04,USD,2025-05-22T16:12:00,ACH,ONLINE,False,NORMAL
T000374,A00101,A00058,1972.6,USD,2025-07-02T13:11:00,ACH,BRANCH,False,NORMAL
T000375,A00105,A00012,1767.5,USD,2025-03-02T23:37:00,TRANSFER,ONLINE,False,NORMAL
T000376,A00066,A00087,3264.42,USD,2025-03-11T08:55:00,PAYMENT,ONLINE,False,NORMAL
T000377,A00074,A00057,1857.49,USD,2025-05-25T16:26:00,PAYMENT,MOBILE,False,NORMAL
T000378,A00004,A00102,3049.01,USD,2025-05-30T07:34:00,TRANSFER,BRANCH,False,NORMAL
T000379,A00082,A00025,2491.15,USD,2025-03-12T20:41:00,ACH,ONLINE,False,NORMAL
T000380,A00035,A00074,180.12,USD,2025-03-31T20:28:00,PAYMENT,MOBILE,False,NORMAL
T000381,A00038,A00099,9705.14,USD,2025-05-10T18:26:00,DEPOSIT,BRANCH,True,STRUCTURING
T000382,A00088,A00073,2579.11,USD,2025-06-15T04:28:00,ACH,BRANCH,False,NORMAL
T000383,A00018,A00014,2470.39,USD,2025-10-28T01:42:00,TRANSFER,ONLINE,False,NORMAL
T000384,A00048,A00071,3738.49,USD,2025-09-22T02:48:00,TRANSFER,BRANCH,False,NORMAL
T000385,A00013,A00105,8729.37,USD,2025-07-04T11:33:00,DEPOSIT,BRANCH,True,STRUCTURING
T000386,A00077,A00068,1193.69,USD,2025-09-16T03:50:00,ACH,BRANCH,False,NORMAL
T000387,A00047,A00066,3208.36,USD,2025-03-23T19:43:00,TRANSFER,ONLINE,False,NORMAL
T000388,A00064,A00007,3889.72,USD,2025-07-15T22:26:00,ACH,BRANCH,False,NORMAL
T000389,A00045,A00043,2216.63,USD,2025-10-06T10:55:00,PAYMENT,BRANCH,False,NORMAL
T000390,A00098,A00048,2069.62,USD,2025-02-24T14:07:00,PAYMENT,ONLINE,False,NORMAL
T000391,A00065,A00048,958.4,USD,2025-02-11T00:20:00,PAYMENT,ONLINE,False,NORMAL
T000392,A00068,A00029,2559.02,USD,2025-01-27T10:45:00,TRANSFER,BRANCH,False,NORMAL
T000393,A00041,A00023,1849.46,USD,2025-09-30T11:43:00,PAYMENT,MOBILE,False,NORMAL
T000394,A00038,A00096,3484.18,USD,2025-02-28T04:48:00,PAYMENT,ONLINE,False,NORMAL
T000395,A00103,A00031,2844.94,USD,2025-06-09T17:26:00,ACH,ONLINE,False,NORMAL
T000396,A00078,A00096,1996.97,USD,2025-05-27T11:14:00,TRANSFER,MOBILE,False,NORMAL
T000397,A00012,A00029,3969.18,USD,2025-02-28T20:53:00,PAYMENT,ONLINE,False,NORMAL
T000398,A00052,A00049,1521.13,USD,2025-09-01T00:44:00,TRANSFER,MOBILE,False,NORMAL
T000399,A00063,A00099,8933.87,USD,2025-03-13T16:58:00,DEPOSIT,BRANCH,True,STRUCTURING
T000400,A00096,A00012,1747.21,USD,2025-02-20T03:28:00,ACH,MOBILE,False,NORMAL
T000401,A00085,A00067,1220.49,USD,2025-01-16T12:27:00,TRANSFER,BRANCH,False,NORMAL
T000402,A00039,A00026,20690.14,USD,2025-05-05T14:23:00,WIRE,ONLINE,True,PASS_THROUGH
T000403,A00049,A00054,1825.51,USD,2025-03-22T23:20:00,PAYMENT,BRANCH,False,NORMAL
T000404,A00060,A00075,2226.18,USD,2025-01-22T20:12:00,PAYMENT,MOBILE,False,NORMAL
T000405,A00099,A00093,2729.37,USD,2025-05-16T06:15:00,ACH,BRANCH,False,NORMAL
T000406,A00107,A00061,2790.37,USD,2025-03-13T14:39:00,ACH,BRANCH,False,NORMAL
T000407,A00055,A00001,2466.94,USD,2025-05-04T05:42:00,ACH,BRANCH,False,NORMAL
T000408,A00048,A00039,565.77,USD,2025-03-10T04:04:00,ACH,MOBILE,False,NORMAL
T000409,A00027,A00105,843.63,USD,2025-01-31T17:17:00,ACH,BRANCH,False,NORMAL
T000410,A00026,A00074,20145.32,USD,2025-05-05T15:49:00,WIRE,ONLINE,True,PASS_THROUGH
T000411,A00067,A00078,42165.32,USD,2025-01-21T03:57:00,WIRE,ONLINE,True,LAYERING_RING
T000412,A00013,A00092,2606.84,USD,2025-03-16T09:58:00,TRANSFER,ONLINE,False,NORMAL
T000413,A00019,A00031,429.16,USD,2025-05-12T19:09:00,TRANSFER,ONLINE,False,NORMAL
T000414,A00047,A00003,1463.14,USD,2025-04-03T15:12:00,TRANSFER,BRANCH,False,NORMAL
T000415,A00087,A00011,1102.97,USD,2025-08-06T14:26:00,PAYMENT,MOBILE,False,NORMAL
T000416,A00101,A00034,1367.47,USD,2025-07-23T10:54:00,ACH,ONLINE,False,NORMAL
T000417,A00024,A00082,2636.09,USD,2025-07-22T19:56:00,TRANSFER,MOBILE,False,NORMAL
T000418,A00066,A00069,1969.59,USD,2025-10-16T00:23:00,PAYMENT,BRANCH,False,NORMAL
T000419,A00057,A00044,753.77,USD,2025-01-27T03:52:00,PAYMENT,BRANCH,False,NORMAL
T000420,A00063,A00024,3669.26,USD,2025-10-05T16:02:00,ACH,ONLINE,False,NORMAL
T000421,A00023,A00041,82.32,USD,2025-04-17T22:52:00,ACH,ONLINE,False,NORMAL
T000422,A00058,A00089,2383.37,USD,2025-05-30T09:45:00,TRANSFER,ONLINE,False,NORMAL
T000423,A00079,A00069,391.85,USD,2025-03-28T04:10:00,ACH,MOBILE,False,NORMAL
T000424,A00061,A00009,20470.55,USD,2025-06-09T10:05:00,WIRE,ONLINE,True,PASS_THROUGH
T000425,A00039,A00031,1025.67,USD,2025-03-20T12:04:00,ACH,BRANCH,False,NORMAL
T000426,A00070,A00005,2477.49,USD,2025-05-01T09:14:00,ACH,MOBILE,False,NORMAL
T000427,A00092,A00075,1965.54,USD,2025-09-19T14:08:00,PAYMENT,ONLINE,False,NORMAL
T000428,A00045,A00053,1346.57,USD,2025-02-23T13:44:00,TRANSFER,BRANCH,False,NORMAL
T000429,A00051,A00011,1504.75,USD,2025-07-27T07:44:00,PAYMENT,MOBILE,False,NORMAL
T000430,A00089,A00039,2804.94,USD,2025-05-20T15:28:00,ACH,MOBILE,False,NORMAL
T000431,A00032,A00096,8922.31,USD,2025-03-07T16:38:00,DEPOSIT,BRANCH,True,STRUCTURING
